date,p_model,p_pin,psw_bet,y_bet,market_edge,winner_name,loser_name,surface,kelly_stake_pct
2024-04-08,0.5884396012808324,0.4444444444444444,2.2,0,0.14399515683638797,Stefanos Tsitsipas,Casper Ruud,Clay,2.5
2024-04-08,0.9681237461583517,0.8492791612057667,1.15,1,0.11884458495258499,Jannik Sinner,Holger Rune,Clay,2.5
2024-04-08,0.858247353854491,0.7999999999999999,1.22,1,0.05824735385449109,Novak Djokovic,Lorenzo Musetti,Clay,2.5
2024-04-08,0.6971881937106259,0.6246913580246914,1.52,1,0.07249683568593446,Ugo Humbert,Lorenzo Sonego,Clay,2.5
2024-04-15,0.6823438782438568,0.544529262086514,1.79,1,0.1378146161573428,Casper Ruud,Stefanos Tsitsipas,Clay,2.5
2024-04-15,0.866737824797063,0.5192802056555269,1.87,1,0.34745761914153606,Nick Hardt,Martin Landaluce,Clay,2.5
2024-04-15,0.6797400093082424,0.4807197943444731,2.02,0,0.19902021496376932,Marco Trungelliti,Duje Ajdukovic,Clay,2.5
2024-04-15,0.7569489338447082,0.5845771144278606,1.67,0,0.17237181941684754,Dusan Lajovic,Arthur Fils,Clay,2.5
2024-04-15,0.9669740770425262,0.46310432569974563,2.11,1,0.5038697513427806,Tomas Martin Etcheverry,Cameron Norrie,Clay,2.5
2024-04-15,0.9903244641779861,0.8700696055684455,1.12,1,0.12025485860954066,Casper Ruud,Jordan Thompson,Clay,2.5
2024-04-15,0.9729126139291131,0.8951923076923077,1.09,1,0.07772030623680537,Stefanos Tsitsipas,Sebastian Ofner,Clay,2.5
2024-04-15,0.9514088096786344,0.7254098360655737,1.34,1,0.22599897361306065,Matteo Arnaldi,Arthur Cazaux,Clay,2.5
2024-04-15,0.9314877442153527,0.7791519434628976,1.25,1,0.15233580075245512,Casper Ruud,Tomas Martin Etcheverry,Clay,2.5
2024-04-15,0.7406512292770757,0.1794871794871795,5.44,1,0.5611640497898962,Cristian Garin,Alexander Zverev,Clay,2.5
2024-04-15,0.9854742545154402,0.8076311605723371,1.21,1,0.17784309394310316,Holger Rune,Marc-Andrea Huesler,Clay,2.5
2024-04-15,0.9665082716016119,0.6265060240963857,1.55,1,0.34000224750522623,Mariano Navone,Gregoire Barrere,Clay,2.5
2024-04-15,0.7322577353836633,0.5331632653061223,1.83,1,0.199094470077541,Marton Fucsovics,Alejandro Tabilo,Clay,2.5
2024-04-15,0.5648558696115253,0.4044665012406948,2.4,1,0.16038936837083057,Mariano Navone,Francisco Cerundolo,Clay,2.5
